question_id,class,subject,chapter,topic,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,ncert_reference
ENG_C7_402,7,English,My Dear Soldiers,Imagery,Medium,MCQ,Why does the poet compare soldiers to 'yogis'?,a) Because they perform yoga,b) Because of their discipline and endurance in isolation,c) Because they wear orange,d) Because they live in temples,b,The comparison highlights their unwavering focus in harsh and lonely terrains.,Poorvi Unit 5
SST_C7_259,7,Social Science,The Gupta Era,History,Medium,MCQ,Why is the Gupta period called the 'Golden Age' of India?,a) Huge gold mines,b) Constant expansion,c) Progress in arts science and literature,d) High taxes,c,This era saw significant achievements in mathematics medicine and Sanskrit.,
SST_C7_496,7,Social Science,The Gupta Era,History,Medium,MCQ,Why is the Gupta period often called the 'Golden Age' of India?,a) Huge gold mines,b) Constant expansion,c) Progress in arts science and literature,d) High taxes,c,This era saw significant achievements in mathematics medicine and Sanskrit literature,Exploring Society Ch 7
ENG_C7_649,7,English,Three Questions,Comprehension,Hard,MCQ,Why was the king advised to consult magicians by some people?,a) To perform tricks,b) To look into the future,c) To heal the sick,d) To build palaces,b,Some believed that knowing the right time for an action required future sight,Honeycomb Unit 1
ENG_C7_369,7,English,Three Questions,Theme,Hard,MCQ,Why were the messengers promised a large sum of money?,a) To travel far,b) To find someone to answer the king's questions,c) To buy a gift,d) To start a business,b,The king offered a reward for satisfactory solutions to his three queries.[8] ,Honeycomb Unit 1
ENG_C7_144,7,English,An Alien Hand,Plot,Medium,MCQ,Why were the scientists on Earth excited about the Viking mission?,a) They found gold on Mars,b) They wanted to search for life on Mars,c) They wanted to build a mall,d) They found water,b,The mission's primary objective was to analyze Martian soil for biological signatures. [5],
SCI_C7_756,7,Science,Changes Around Us,Chemical,Easy,MCQ,Wood burning is which change?,a) Physical,b) Chemical,c) Temporary,d) Reversible,b,Permanent formation of ash and gas,Curiosity Ch 5
ENG_C7_746,7,English,Rani Abbakka,Vocabulary,Medium,MCQ,Word 'mimicking' means:,a) Singing,b) Imitating,c) Running,d) Hiding,b,Jahnavi copied river sounds in the story,Poorvi Unit 1
ENG_C7_754,7,English,Rani Abbakka,Vocabulary,Medium,MCQ,Word 'tribute' in story means:,a) Gift,b) Sign of control,c) Medal,d) Prize,b,Portuguese payment demand from Ullal,Poorvi Unit 5
SCI_C7_759,7,Science,Wastewater Story,Treatment,Easy,MCQ,WWTP facility acronym means:,a) Water Works Tool Part,b) Wastewater Treatment Plant,c) World Water Task Plan,d) Waste Water Tool Part,b,Standard sewage treatment term,Curiosity Ch 13
SCI_C7_764,7,Science,Wastewater Story,Treatment,Easy,MCQ,WWTP means:,a) Water Works Tool Part,b) Wastewater Treatment Plant,c) World Water Task Plan,d) Waste Water Tool Part,b,Facility for cleaning sewage,Curiosity Ch 13
ENG_C7_524,7,English,The Tiny Teacher,Biology,Easy,MCQ,Young ones of ants are called:,a) Grubs,b) Larva,c) Puppies,d) Kittens,a,Specific term used for ant larvae in the text,An Alien Hand Unit 1
ENG_C7_718,7,English,The Tiny Teacher,Behavior,Easy,MCQ,Young ones of ants are specifically called:,a) Grubs,b) Larva,c) Puppies,d) Kittens,a,The text uses the term grubs for ant larvae before they become cocoons,An Alien Hand Unit 1
MATH_C7_771,7,Mathematics,Parallel and Intersecting Lines,Linear Pair,Easy,MCQ,If two angles form a linear pair; what is the sum of their measures?,a) 90 degrees, b) 180 degrees, c) 360 degrees, d) 45 degrees,b,Angles on a straight line that are adjacent form a linear pair and always sum to 180 degrees,Ganita Prakash Ch 5
MATH_C7_772,7,Mathematics,Number Play,Prime Factorisation,Medium,MCQ,Which of the following is the prime factorisation of 36?,a) $2 \times 2 \times 3 \times 3$, b) $4 \times 9$, c) $2 \times 18$, d) $3 \times 12$,a,Prime factorisation must consist only of prime numbers that multiply to the original number,Ganita Prakash Ch 6
MATH_C7_773,7,Mathematics,A Tale of Three Intersecting Lines,Triangle Inequality,Medium,MCQ,In any triangle; the sum of the lengths of any two sides is _____ than the third side.,a) Less, b) Equal, c) Greater, d) Half,c,The triangle inequality theorem states that a triangle can only be formed if the sum of any two sides exceeds the third,Ganita Prakash Ch 7
MATH_C7_774,7,Mathematics,Working with Fractions,Mixed to Improper,Easy,MCQ,What is the improper fraction representation of $5 \frac{2}{3}$?,a) 10/3, b) 17/3, c) 13/3, d) 7/3,b,Multiply the whole number by the denominator and add the numerator: $(5 \times 3) + 2 = 17$,Ganita Prakash Ch 8
MATH_C7_775,7,Mathematics,Geometric Twins,Congruence,Hard,MCQ,If $\Delta ABC \cong \Delta PQR$ under the correspondence $ABC \leftrightarrow PQR$; then side $BC$ corresponds to:,a) $PQ$, b) $PR$, c) $QR$, d) $AC$,c,In congruent triangles; the order of letters indicates corresponding sides and angles,Ganita Prakash II Ch 1
MATH_C7_776,7,Mathematics,Operations with Integers,Commutative Property,Easy,MCQ,Division of integers is not commutative. This means $a \div b$ is _____ $b \div a$.,a) Always equal to, b) Never equal to, c) Not necessarily equal to, d) Double,c,Unlike addition and multiplication; the order of numbers in division matters for the result,Ganita Prakash II Ch 2
MATH_C7_777,7,Mathematics,Connecting the Dots,Central Tendency,Medium,MCQ,Which measure of central tendency is the value in the middle of a sorted data set?,a) Mean, b) Mode, c) Median, d) Range,c,The median is the middle observation when data is arranged in ascending or descending order,Ganita Prakash II Ch 13
MATH_C7_778,7,Mathematics,Expressions using Letter-Numbers,Terms,Medium,MCQ,In the expression $5x^2 - 3x + 2$; how many terms are there?,a) 1, b) 2, c) 3, d) 4,c,Terms are the parts of an algebraic expression separated by addition or subtraction signs,Ganita Prakash Ch 4
MATH_C7_779,7,Mathematics,Finding the Unknown,Balance Method,Medium,MCQ,If you add 5 to both sides of the equation $x - 5 = 10$; the equation remains:,a) Balanced, b) Unbalanced, c) Negative, d) Zero,a,According to the properties of equality; adding the same number to both sides maintains the balance,Ganita Prakash II Ch 7
MATH_C7_780,7,Mathematics,A Peek Beyond the Point,Decimals,Hard,MCQ,What is the result of $0.08 \times 1000$?,a) 0.8, b) 8, c) 80, d) 800,c,Multiplying by 1000 shifts the decimal point three places to the right,Ganita Prakash Ch 3
SCI_C7_771,7,Science,Adolescence,Reproduction,Easy,MCQ,The first menstrual flow that begins at puberty is termed:,a) Menopause, b) Menarche, c) Ovulation, d) Gestation,b,Menarche marks the beginning of the reproductive phase in girls during adolescence,Curiosity Ch 6
SCI_C7_772,7,Science,Exploring Substances,pH,Medium,MCQ,Which of the following substances has a pH value closest to 7?,a) Lemon juice, b) Soap solution, c) Pure water, d) Stomach acid,c,Pure water is a neutral substance with a pH value of approximately 7,Curiosity Ch 2
SCI_C7_773,7,Science,The World of Metals and Non-metals,Metallurgy,Hard,MCQ,Stainless steel is made by mixing iron with carbon and which other metals?,a) Copper and Zinc, b) Chromium and Nickel, c) Gold and Silver, d) Lead and Tin,b,Chromium and nickel are added to iron to create an alloy that does not rust easily,Curiosity Ch 4
SCI_C7_774,7,Science,Heat Transfer in Nature,Radiation,Easy,MCQ,Which mode of heat transfer does not require any material medium like air or water?,a) Conduction, b) Convection, c) Radiation, d) Insulation,c,Radiation involves heat transfer through electromagnetic waves that can travel through a vacuum,Curiosity Ch 7
SCI_C7_775,7,Science,Life Processes in Animals,Anatomy,Medium,MCQ,Which organ in the human body is responsible for the removal of carbon dioxide from the blood?,a) Heart, b) Kidney, c) Lungs, d) Liver,c,Lungs facilitate the exchange of gases where $O_2$ is taken in and $CO_2$ is expelled,Curiosity Ch 9
SCI_C7_776,7,Science,Measurement of Time and Motion,Physics,Easy,MCQ,Distance travelled by an object in unit time is called its:,a) Speed, b) Acceleration, c) Gravity, d) Friction,a,Speed is a fundamental physical quantity measuring how fast an object moves,Curiosity Ch 8
SCI_C7_777,7,Science,Earth Moon and the Sun,Astronomy,Medium,MCQ,A solar eclipse occurs when which celestial body comes between the other two?,a) Earth, b) Sun, c) Moon, d) Mars,c,A solar eclipse happens when the Moon blocks the Sun's light from reaching the Earth,Curiosity Ch 12
SCI_C7_778,7,Science,Electricity: Circuits and Components,Circuit Diagrams,Easy,MCQ,A thin wire inside a bulb that glows when electricity passes through it is the:,a) Switch, b) Battery, c) Filament, d) Terminals,c,The filament is usually made of tungsten and produces light through heating,Curiosity Ch 3
SCI_C7_779,7,Science,Wastewater Story,Microbiology,Medium,MCQ,Which type of bacteria is used in aeration tanks to consume organic waste?,a) Anaerobic, b) Aerobic, c) Parasitic, d) Fungal,b,Aerobic bacteria require oxygen pumped into the tank to break down contaminants,Curiosity Ch 13
SCI_C7_780,7,Science,Changes Around Us,Observation,Medium,MCQ,Production of a 'pop' sound during a chemical reaction usually indicates the release of:,a) Oxygen, b) Hydrogen, c) Carbon dioxide, d) Nitrogen,b,The combustion of hydrogen gas in the presence of a flame produces a characteristic pop sound,Curiosity Ch 5
SST_C7_771,7,Social Science,New Beginnings: Cities and States,Political History,Medium,MCQ,What was the first capital of the powerful Magadha kingdom?,a) Pataliputra, b) Rajagriha, c) Vaishali, d) Taxila,b,Rajagriha (modern Rajgir) was the initial capital before it shifted to Pataliputra,Exploring Society Ch 4
SST_C7_772,7,Social Science,Rise of Empires,Administration,Easy,MCQ,The chief revenue officer in the Mauryan administration was known as:,a) Samaharta, b) Purohita, c) Senapati, d) Amatya,a,The Samaharta was responsible for the collection of taxes and managing the state budget,Exploring Society Ch 5
SST_C7_773,7,Social Science,Understanding the Weather,Instruments,Easy,MCQ,Which instrument is used to determine the direction of the wind?,a) Barometer, b) Rain gauge, c) Wind vane, d) Thermometer,c,A wind vane (or weather cock) shows the direction from which the wind is blowing,Exploring Society Ch 2
SST_C7_774,7,Social Science,Climates of India,Meteorology,Medium,MCQ,Monsoon winds that enter India from the southwest during June are called:,a) Retreating monsoons, b) Advancing monsoons, c) Cyclones, d) Trade winds,b,The advancing monsoon marks the beginning of the rainy season in India,Exploring Society Ch 3
SST_C7_775,7,Social Science,The Age of Reorganisation,Dynasties,Hard,MCQ,Which dynasty built the famous Kailashanatha Temple at Ellora?,a) Cholas, b) Rashtrakutas, c) Pallavas, d) Guptas,b,The Rashtrakuta kings were patrons of art and architecture in the Deccan region,Exploring Society Ch 6
SST_C7_776,7,Social Science,From the Rulers to the Ruled,Civics,Easy,MCQ,A form of government where people elect their representatives is called:,a) Monarchy, b) Dictatorship, c) Democracy, d) Oligarchy,c,In a democracy; the supreme power is vested in the people and exercised by them directly or indirectly,Exploring Society Ch 9
SST_C7_777,7,Social Science,The Constitution of India,History,Medium,MCQ,How long did it take to complete the drafting of the Indian Constitution?,a) 1 year, b) 2 years 11 months 18 days, c) 5 years, d) 6 months,b,The Constituent Assembly worked meticulously for nearly three years to finalize the document,Exploring Society Ch 10
SST_C7_778,7,Social Science,From Barter to Money,Economics,Medium,MCQ,Standardized metal pieces used as money in ancient India were called:,a) Tokens, b) Punch-marked coins, c) Paper notes, d) Digital coins,b,Punch-marked coins were the earliest form of metallic currency in the subcontinent,Exploring Society Ch 11
SST_C7_779,7,Social Science,Understanding Markets,Economics,Easy,MCQ,A person who produces goods or services is called a:,a) Consumer, b) Producer, c) Retailer, d) Wholesaler,b,Producers create value by transforming raw materials into finished products,Exploring Society Ch 12
SST_C7_780,7,Social Science,Geographical Diversity of India,Hydrology,Medium,MCQ,Which river is known as the 'Dakshin Ganga' (Ganga of the South)?,a) Krishna, b) Kaveri, c) Godavari, d) Narmada,c,The Godavari is the largest river in the southern peninsula and holds great cultural significance,Exploring Society Ch 1
ENG_C7_771,7,English,Rani Abbakka,Vocabulary,Medium,MCQ,The word 'principality' used to describe Ullal means:,a) A big empire, b) A small territory ruled by a prince or princess, c) A school building, d) A desert land,b,Ullal was a small but strategically important territory on the Karnataka coast,Poorvi Unit 5
ENG_C7_772,7,English,Say the Right Thing,Phrasal Verbs,Medium,MCQ,In the sentence 'The meeting was put off;' what does the phrasal verb mean?,a) Started, b) Postponed, c) Cancelled, d) Announced,b,To put off something means to move it to a later time or date,Poorvi Unit 2
ENG_C7_773,7,English,Three Days to See,Literary Device,Hard,MCQ,Helen Keller uses which sense to describe the texture of a leaf?,a) Sight, b) Sound, c) Touch, d) Smell,c,She emphasizes the beauty of the world felt through tactile vibrations and textures,Poorvi Unit 1
ENG_C7_774,7,English,A Funny Man,Comprehension,Easy,MCQ,What was the 'Funny Man' doing at the end of the poem?,a) Sleeping, b) Hopping on his head, c) Running a race, d) Climbing a tree,b,The humorous poem describes him going home in an unconventional and silly way,Poorvi Unit 2
ENG_C7_775,7,English,My Dear Soldiers,Theme,Hard,MCQ,The poem 'My Dear Soldiers' addresses soldiers as:,a) Travelers, b) Great sons of the land, c) Foreigners, d) Merchants,b,The poet honors the bravery and identity of those defending the borders,Poorvi Unit 5
ENG_C7_776,7,English,The Day the River Spoke,Vocabulary,Medium,MCQ,In the story; 'on the verge of' means:,a) Very far from, b) At the point where something is about to happen, c) Inside, d) Behind,b,It describes Jahnavi being close to making a decision about going to school,Poorvi Unit 1
ENG_C7_777,7,English,Try Again,Poetry,Easy,MCQ,What should you do if your task is hard according to the poem?,a) Quit immediately, b) Time will bring you your reward, c) Ask someone else to do it, d) Hide away,b,The poem teaches that perseverance leads to eventual success,Poorvi Unit 1
ENG_C7_778,7,English,The Tiny Teacher,Roles,Medium,MCQ,Which group of ants is responsible for guarding the anthill?,a) Workers, b) Soldiers, c) Cleaners, d) Drones,b,Soldier ants have specialized roles for defense within the colony,An Alien Hand Unit 1
ENG_C7_779,7,English,Golu Grows a Nose,Character,Medium,MCQ,Golu went to the Limpopo river to find out what the _____ had for dinner.,a) Python, b) Crocodile, c) Hippopotamus, d) Baboon,b,His curiosity about the crocodile's habits drives the plot of the fable,An Alien Hand Unit 3
ENG_C7_780,7,English,An Alien Hand,Sci-Fi,Hard,MCQ,The scientists found that the surface of Mars was:,a) Full of green plants, b) Barren and devoid of life, c) Covered with oceans, d) Crowded with cities,b,The spacecraft instruments indicated that Mars was currently a dead planet,An Alien Hand Unit 10
MATH_C7_781,7,Mathematics,Parallel and Intersecting Lines,Transversals,Hard,MCQ,If a transversal cuts two parallel lines; the sum of interior angles on the same side is:,a) 90 degrees, b) 180 degrees, c) 360 degrees, d) 0 degrees,b,Co-interior angles formed by a transversal with parallel lines are supplementary,Ganita Prakash Ch 5
MATH_C7_782,7,Mathematics,Arithmetic Expressions,BODMAS,Hard,MCQ,Calculate $20 + (15 \div 3) \times 2 - 5$:,a) 25, b) 15, c) 30, d) 18,a,Calculation: $20 + (5 \times 2) - 5 = 20 + 10 - 5 = 25$,Ganita Prakash Ch 2
MATH_C7_783,7,Mathematics,A Peek Beyond the Point,Decimals,Medium,MCQ,Which decimal represents twelve and five hundredths?,a) 12.5, b) 12.05, c) 1.205, d) 12.005,b,Five hundredths means the digit 5 is in the second decimal place after the point,Ganita Prakash Ch 3
MATH_C7_784,7,Mathematics,Number Play,Computational Thinking,Hard,MCQ,In a cryptarithm; if $A + A = A$; then the value of $A$ must be:,a) 1, b) 2, c) 0, d) 5,c,Zero is the only single digit that satisfies $0 + 0 = 0$,Ganita Prakash Ch 6
MATH_C7_785,7,Mathematics,Connecting the Dots,Arithmetic Mean,Medium,MCQ,If the mean of 10; 15; $x$; and 25 is 20; find $x$.,a) 20, b) 30, c) 15, d) 25,b,Total sum must be $20 \times 4 = 80$. $10+15+25 = 50$. So $x = 80 - 50 = 30$,Ganita Prakash II Ch 13
MATH_C7_786,7,Mathematics,Geometric Twins,Triangle Properties,Hard,MCQ,A triangle cannot have more than one _____ angle.,a) Acute, b) Right, c) Interior, d) External,b,Since the sum of angles is 180; two right angles would leave 0 for the third,Ganita Prakash II Ch 1
MATH_C7_787,7,Mathematics,Operations with Integers,Signs,Medium,MCQ,The value of $(-1)^{100}$ is:,a) -1, b) 1, c) 100, d) -100,b,Any negative number raised to an even power results in a positive value,NCERT Ch 11
MATH_C7_788,7,Mathematics,Finding the Unknown,Equations,Medium,MCQ,Solve for $y$ in $4y = -28$:,a) 7, b) -7, c) 32, d) -32,b,Divide both sides by 4 to get $y = -7$,Ganita Prakash II Ch 7
MATH_C7_789,7,Mathematics,Expressions using Letter-Numbers,Algebra,Medium,MCQ,Write the expression for 'Twice a number n decreased by 10':,a) $10 - 2n$, b) $2n - 10$, c) $2(n - 10)$, d) $n/2 - 10$,b,Twice a number is $2n$ and decreasing it by 10 means subtracting 10 from it,Ganita Prakash Ch 4
MATH_C7_790,7,Mathematics,Working with Fractions,Multiplication,Medium,MCQ,Find $2/3$ of $1/4$:,a) 2/7, b) 8/3, c) 1/6, d) 3/12,c,Calculation: $(2 \times 1) / (3 \times 4) = 2/12 = 1/6$,Ganita Prakash Ch 8
SCI_C7_781,7,Science,Exploring Substances,Nature of Materials,Easy,MCQ,Substances that do not change the color of litmus paper are:,a) Acids, b) Bases, c) Neutrals, d) Indicators,c,Neutral substances like sugar solution or salt solution do not react with litmus,Curiosity Ch 2
SCI_C7_782,7,Science,Electricity: Circuits and Components,Switch,Medium,MCQ,When the switch is in the 'OFF' position; the circuit is said to be:,a) Closed, b) Open, c) Full, d) Hot,b,An open circuit has a break that prevents electric current from flowing,Curiosity Ch 3
SCI_C7_783,7,Science,The World of Metals and Non-metals,Properties,Hard,MCQ,The property of metals by which they can be beaten into thin sheets is:,a) Ductility, b) Sonority, c) Malleability, d) Conductivity,c,Malleability allows metals like gold and silver to be hammered into very thin foils,Curiosity Ch 4
SCI_C7_784,7,Science,Changes Around Us,Chemical Prevention,Easy,MCQ,Which of the following is used to prevent rusting in water pipes?,a) Painting, b) Greasing, c) Galvanisation, d) Boiling,c,Applying a zinc coating (galvanisation) protects iron from air and moisture,Curiosity Ch 5
SCI_C7_785,7,Science,Adolescence,Endocrinology,Hard,MCQ,Which gland is often called the 'master gland' of the endocrine system?,a) Thyroid, b) Adrenal, c) Pituitary, d) Pancreas,c,The pituitary gland controls the functioning of many other endocrine glands,Curiosity Ch 6
SCI_C7_786,7,Science,Heat Transfer in Nature,Meteorology,Medium,MCQ,Warm air rising and cool air blowing from the sea during the day causes:,a) Land breeze, b) Sea breeze, c) Thunderstorm, d) Monsoon,b,A sea breeze is a local wind system created by differential heating of land and water,Curiosity Ch 7
SCI_C7_787,7,Science,Measurement of Time and Motion,Timekeeping,Easy,MCQ,Which of the following units is used for measuring very long durations of time?,a) Seconds, b) Minutes, c) Years, d) Microseconds,c,Years are the standard unit for astronomical and historical time scales,Curiosity Ch 8
SCI_C7_788,7,Science,Life Processes in Animals,Digestion,Medium,MCQ,The process of breaking down complex food into simpler substances is:,a) Absorption, b) Digestion, c) Assimilation, d) Egestion,b,Digestion allows the body to utilize nutrients from food through chemical and mechanical means,Curiosity Ch 9
SCI_C7_789,7,Science,Life Processes in Plants,Transport,Hard,MCQ,Which tissue is responsible for transporting food from leaves to other parts?,a) Xylem, b) Phloem, c) Stomata, d) Cortex,b,Phloem is the living tissue that carries synthesized glucose to roots and fruits,Curiosity Ch 10
SCI_C7_790,7,Science,Light: Shadows and Reflections,Optics,Medium,MCQ,A shadow is always formed on the _____ side of the light source.,a) Same, b) Opposite, c) Left, d) Upper,b,Shadows form when an opaque object obstructs light; casting a dark area away from the source,Curiosity Ch 11
SST_C7_781,7,Social Science,New Beginnings: Cities and States,Civics,Medium,MCQ,The word 'Janapada' literally means:,a) Capital city, b) The land where a 'jana' or tribe sets its foot, c) A market area, d) A king's palace,b,Janapadas were the early tribal settlements that evolved into kingdoms,Exploring Society Ch 4
SST_C7_782,7,Social Science,Rise of Empires,History,Hard,MCQ,Which Greek general invaded India and was later defeated by Chandragupta Maurya?,a) Alexander, b) Seleucus Nicator, c) Menander, d) Antiochus,b,The conflict ended with a peace treaty and a matrimonial alliance between the two powers,Exploring Society Ch 5
SST_C7_783,7,Social Science,Understanding the Weather,Atmosphere,Easy,MCQ,The blanket of air that surrounds the Earth is called the:,a) Hydrosphere, b) Lithosphere, c) Atmosphere, d) Biosphere,c,The atmosphere is held in place by Earth's gravity and supports all life,Exploring Society Ch 2
SST_C7_784,7,Social Science,Climates of India,Agriculture,Medium,MCQ,Crops that are sown in the winter season are called:,a) Kharif crops, b) Rabi crops, c) Zaid crops, d) Cash crops,b,Wheat and mustard are examples of Rabi crops grown during the cooler months,Exploring Society Ch 3
SST_C7_785,7,Social Science,The Age of Reorganisation,Dynasties,Medium,MCQ,The Kushanas are famous for being the first to issue large-scale _____ coins in India.,a) Silver, b) Gold, c) Copper, d) Iron,b,Gold coins reflected the prosperity and extensive trade during the Kushana rule,Exploring Society Ch 6
SST_C7_786,7,Social Science,From the Rulers to the Ruled,Civics,Medium,MCQ,A 'Republic' is a country where the head of state is:,a) A hereditary King, b) An elected person, c) A religious leader, d) A military general,b,In a Republic; the power is held by the people and their elected representatives,Exploring Society Ch 9
SST_C7_787,7,Social Science,The Constitution of India,Principles,Medium,MCQ,The word 'Secular' in the Preamble means that India:,a) Has no religion, b) Treats all religions equally, c) Follows one state religion, d) Opposes all religions,b,India is a secular state where citizens have the freedom to practice any faith,Exploring Society Ch 10
SST_C7_788,7,Social Science,From Barter to Money,Economics,Hard,MCQ,Which institution currently manages the monetary policy of India?,a) State Bank of India, b) Reserve Bank of India, c) Ministry of Defence, d) Supreme Court,b,The RBI is the central bank responsible for currency issuance and banking regulation,Exploring Society Ch 11
SST_C7_789,7,Social Science,Understanding Markets,Trade,Easy,MCQ,A market that connects manufacturers to retailers is called a:,a) Retail market, b) Weekly market, c) Wholesale market, d) Farmers market,c,Wholesalers buy in bulk from producers and distribute to local shopkeepers,Exploring Society Ch 12
SST_C7_790,7,Social Science,Geographical Diversity of India,Landforms,Medium,MCQ,The vast plain area formed by the Ganga and Brahmaputra rivers is the:,a) Deccan Plateau, b) North Indian Plains, c) Thar Desert, d) Western Ghats,b,These plains are among the most fertile and densely populated regions in the world,Exploring Society Ch 1
ENG_C7_781,7,English,Animals Birds and Dr Dolittle,Wit,Medium,MCQ,Dr. Dolittle had the unique ability to:,a) Fly like a bird, b) Speak the language of animals, c) Cure any human disease, d) Build massive ships,b,His talent allowed him to treat animals more effectively by understanding their needs,Poorvi Unit 2
ENG_C7_782,7,English,Rani Abbakka,Character,Medium,MCQ,Rani Abbakka belongs to which historical period?,a) Ancient, b) Medieval (16th Century), c) Modern, d) Pre-historic,b,She ruled during the period of early European colonial expansion in India,Poorvi Unit 5
ENG_C7_784,7,English,A Funny Man,Poetry,Easy,MCQ,The poem 'A Funny Man' is primarily written to provide:,a) Moral lessons, b) Scientific facts, c) Entertainment and humor, d) Sad news,c,The absurd imagery of the man is intended to amuse the young readers,Poorvi Unit 2
ENG_C7_785,7,English,My Dear Soldiers,Ethics,Hard,MCQ,The poet says soldiers tread lonely expanses as 'yogis' to highlight their:,a) Magical powers, b) Discipline and endurance, c) Religious beliefs, d) Silence,b,Patrolling desolate borders requires immense focus and mental strength like a yogi,Poorvi Unit 5
ENG_C7_786,7,English,The Day the River Spoke,Theme,Medium,MCQ,Jahnavi's fear of the 'headmaster' shows that she initially viewed school as:,a) A playground, b) An intimidating and strange place, c) A place to sleep, d) A market,b,The story traces her transition from being fearful to embracing formal education,Poorvi Unit 1
ENG_C7_787,7,English,Try Again,Moral,Easy,MCQ,If you do not win at first; the poem suggests you should:,a) Give up, b) Be ashamed, c) Try again, d) Change your goal,c,The central message is that failure is merely a stepping stone to success through persistence,Poorvi Unit 1
ENG_C7_788,7,English,The Tiny Teacher,Behavior,Medium,MCQ,Ants use their antennae primarily for:,a) Flying, b) Fighting, c) Communicating and sensing, d) Digging,c,They pass messages and identify colony members through chemical and tactile signals,An Alien Hand Unit 1
ENG_C7_789,7,English,Golu Grows a Nose,Plot,Hard,MCQ,What was the outcome of the struggle between Golu and the crocodile?,a) Golu lost his nose, b) Golu's nose became long and useful, c) The crocodile died, d) Golu ran away immediately,b,Though painful; the experience gave him a trunk which helped him survive better,An Alien Hand Unit 3
ENG_C7_790,7,English,An Alien Hand,Character,Medium,MCQ,Tilloo was curious about the _____ that his father used to go to work.,a) Spacecraft, b) Underground passage, c) Magic wand, d) Aeroplane,b,His curiosity about the restricted area leads to the major conflict in the story,An Alien Hand Unit 10
MATH_C7_791,7,Mathematics,Number Play,Computational Logic,Hard,MCQ,The number of zeros at the end of the product $5 \times 2 \times 5 \times 2 \times 5$ is:,a) 1, b) 2, c) 3, d) 0,b,Calculation: $10 \times 10 \times 5 = 500$; so there are two zeros,Ganita Prakash Ch 6
MATH_C7_792,7,Mathematics,Parallel and Intersecting Lines,Angles,Medium,MCQ,When two lines intersect; the sum of two adjacent angles is always:,a) 90 degrees, b) 180 degrees, c) 360 degrees, d) 0 degrees,b,Adjacent angles on a straight line are supplementary according to the linear pair axiom,Ganita Prakash Ch 5
MATH_C7_793,7,Mathematics,A Peek Beyond the Point,Decimals,Medium,MCQ,Find the value of $0.1 + 0.01 + 0.001$:,a) 0.3, b) 0.111, c) 1.11, d) 0.003,b,Add the values in their respective place value columns to get 0.111,Ganita Prakash Ch 3
MATH_C7_794,7,Mathematics,Geometric Twins,Triangle Properties,Hard,MCQ,A triangle whose angles are in the ratio 1:1:2 is a/an:,a) Equilateral triangle, b) Right-angled isosceles triangle, c) Scalene triangle, d) Obtuse triangle,b,The angles are 45; 45; and 90 degrees; making it both right-angled and isosceles,Ganita Prakash II Ch 1
MATH_C7_795,7,Mathematics,Working with Fractions,Logic,Hard,MCQ,If a whole number is divided by a proper fraction; the result is _____ the original number.,a) Smaller than, b) Equal to, c) Greater than, d) Zero,c,Dividing by a fraction less than 1 is equivalent to multiplying by its reciprocal (greater than 1),Ganita Prakash Ch 8
MATH_C7_796,7,Mathematics,Connecting the Dots,Probability,Medium,MCQ,What is the probability of a sure event?,a) 0, b) 0.5, c) 1, d) Infinity,c,A sure event is certain to happen; so its probability is always 1,Ganita Prakash II Ch 13
MATH_C7_797,7,Mathematics,Arithmetic Expressions,Grouping,Medium,MCQ,In the expression $10 - (5 - 2)$; which operation is performed first?,a) Addition, b) Subtraction inside brackets, c) Subtraction outside brackets, d) Multiplication,b,According to the order of operations; brackets are always solved first,Ganita Prakash Ch 2
MATH_C7_798,7,Mathematics,Expressions using Letter-Numbers,Constants,Easy,MCQ,In the expression $7y + 4$; 4 is the:,a) Variable, b) Coefficient, c) Constant, d) Operator,c,A constant is a fixed numerical value that does not depend on any variable,Ganita Prakash Ch 4
MATH_C7_799,7,Mathematics,Finding the Unknown,Equations,Medium,MCQ,What is the solution for $3x + 1 = 10$?,a) 3, b) 9, c) 2, d) 4,a,Subtract 1 to get $3x = 9$; then divide by 3 to get $x = 3$,Ganita Prakash II Ch 7
MATH_C7_800,7,Mathematics,Perimeter and Area,Square,Medium,MCQ,If the side of a square is doubled; its area increases by _____ times.,a) 2, b) 4, c) 8, d) 16,b,New Area = $(2s) \times (2s) = 4s^2$; which is 4 times the original area,NCERT Ch 9
SCI_C7_791,7,Science,Exploring Substances,Neutralization,Medium,MCQ,Which of the following is a salt formed during neutralization?,a) Sodium Hydroxide, b) Hydrochloric acid, c) Sodium Chloride, d) Magnesium,c,Sodium chloride (table salt) is formed when HCl reacts with NaOH,Curiosity Ch 2
SCI_C7_792,7,Science,Electricity: Circuits and Components,Conductivity,Easy,MCQ,Why are electric wires usually covered with plastic?,a) Plastic is a good conductor, b) Plastic is an insulator, c) Plastic is pretty, d) Plastic is a metal,b,Insulators prevent electric current from flowing into our bodies when we touch the wire,Curiosity Ch 3
SCI_C7_793,7,Science,The World of Metals and Non-metals,Sonority,Easy,MCQ,Objects that produce a ringing sound when struck are said to be:,a) Malleable, b) Ductile, c) Sonorous, d) Opaque,c,Sonority is a characteristic property of metals used in making bells,Curiosity Ch 4
